{0.00000000001, {0.}}
{6.50000000001, {-0.0002646472217161582}}
{6.6000000000100005, {-0.00024264742957852363}}
{6.70000000001, {-0.00022144911438513995}}
{6.800000000010001, {-0.00020116357567187283}}
{6.90000000001, {-0.0001818809398943688}}
{7.00000000001, {-0.00016367139463203178}}
{7.1000000000100005, {-0.00014658642279200083}}
{7.20000000001, {-0.0001306600368131283}}
{7.300000000010001, {-0.00011591344484929936}}
{7.40000000001, {-0.00010238314242964796}}
{7.50000000001, {-0.0000900179300443101}}
{7.6000000000100005, {-0.00007879157811553628}}
{7.70000000001, {-0.00006866677625515688}}
{7.800000000010001, {-0.000059596472414789176}}
{7.90000000001, {-0.000051525212036045574}}
{8.00000000001, {-0.000044390477200740796}}
{8.100000000009999, {-0.000038124025781099494}}
{8.20000000001, {-0.00003265323058996413}}
{8.30000000001, {-0.000027902418531002646}}
{8.40000000001, {-0.000023506372917145983}}
{8.50000000001, {-0.000019550591326824624}}
{8.600000000009999, {-0.000016131876778866942}}
{8.70000000001, {-0.000013203026670739346}}
{8.80000000001, {-0.000010717539477793417}}
{8.90000000001, {-0.0000008629848116981382}}
{9.00000000001, {-0.0000006895553310572076}}
{9.100000000009999, {-0.0000005471656949866646}}
{9.20000000001, {-0.0000004316795458914293}}
{9.30000000001, {-0.0000003.3914731582281075}}
{9.40000000001, {-0.0000002.622741793158376}}
{9.50000000001, {-0.0000001.907498754636724}}
{9.60000000001, {-0.0000001.328989323460901}}
{9.70000000001, {-0.00000008667594411274848}}
{9.80000000001, {-0.00000005025738435315098}}
{9.90000000001, {-0.00000002202867932848813}}
{10.00000000001, {-5.71281203473555*^-9}}
{10.10000000001, {1.5350258721819236*^-7}}
{10.20000000001, {2.680121678011876*^-7}}
{10.30000000001, {3.468962370512009*^-7}}
{10.40000000001, {3.977919139964653*^-7}}
{10.50000000001, {4.129776003894837*^-7}}
{10.60000000001, {4.097773748983933*^-7}}
{10.70000000001, {3.9623549758951156*^-7}}
{10.80000000001, {3.765600691654627*^-7}}
{10.90000000001, {3.540396856690791*^-7}}
{11.00000000001, {3.311294162500115*^-7}}
{11.10000000001, {3.0953678093133853*^-7}}
{11.20000000001, {2.9030772837617774*^-7}}
{11.30000000001, {2.7391261365429335*^-7}}
{11.40000000001, {2.603321760087075*^-7}}
{11.50000000001, {2.3892304359126563*^-7}}
{11.60000000001, {2.0558889445498686*^-7}}
{11.70000000001, {1.7530335795318533*^-7}}
{11.80000000001, {1.4852447726753583*^-7}}
{11.90000000001, {1.2549922139769672*^-7}}
{12.00000000001, {1.062868365051661*^-7}}
{12.10000000001, {9.078219725713767*^-8}}
{12.20000000001, {7.873915817035838*^-8}}
{12.30000000001, {6.97939049549832*^-8}}
{12.40000000001, {6.348830585843269*^-8}}
{12.50000000001, {5.929326300884658*^-8}}
{12.60000000001, {4.867391700547245*^-8}}
{12.70000000001, {3.95387759104158*^-8}}
{12.80000000001, {3.181677538948988*^-8}}
{12.90000000001, {2.5418263256497357*^-8}}
{13.00000000001, {2.023783726280785*^-8}}
{13.10000000001, {1.615718288693568*^-8}}
{13.20000000001, {1.3047911124117943*^-8}}
{13.30000000001, {1.0774396275891886*^-8}}
{13.40000000001, {9.196613739672989*^-9}}
{13.50000000001, {8.172977798332688*^-9}}
{13.60000000001, {6.855919687982823*^-9}}
{13.70000000001, {5.359170872496978*^-9}}
{13.80000000001, {4.141573533908112*^-9}}
{13.90000000001, {3.1606908115721526*^-9}}
{14.00000000001, {2.378701446958728*^-9}}
{14.10000000001, {1.7621360643653087*^-9}}
{14.20000000001, {1.2816134516314053*^-9}}
{14.30000000001, {9.115768408526583*^-10}}
{14.40000000001, {6.30030189095039*^-10}}
{14.50000000001, {4.18274459108992*^-10}}
{14.60000000001, {2.6510378966530403*^-10}}
{14.70000000001, {1.749831026642103*^-10}}
{14.80000000001, {1.1356718569184593*^-10}}
{14.90000000001, {7.096088974159254*^-11}}
{15.00000000001, {3.939525403330121*^-11}}
